id,name
1611,emo punk
1612,icelandic rock
1613,ugandan pop
1614,christian trap
1615,reggaeton chileno
1616,irish ballad
1617,christian metal
1618,beats
1619,swedish reggae
1620,singaporean singer-songwriter
1621,bay area indie
1622,avant-garde black metal
1623,children's music
1624,british folk
1625,karaoke
1626,indie r&b
1627,australian rock
1628,classic french pop
1629,street punk espanol
1630,romanian folk
1631,jovem guarda
1632,peruvian indie
1633,cosmic american
1634,israeli mediterranean
1635,baptist gospel
1636,jump up
1637,classic portuguese pop
1638,kentucky indie
1639,buffalo ny metal
1640,rap galego
1641,reggae en espanol
1642,vocaloid
1643,metal
1644,rock alternativo brasileiro
1645,acid trance
1646,tropical
1647,japanese electropop
1648,brazilian soul
1649,baroque violin
1650,north carolina indie
1651,ukrainian choir
1652,volkstumliche musik
1653,new tribe
1654,gnawa
1655,swing italiano
1656,exotica
1657,turin indie
1658,folkmusik
1659,irish indie
1660,nwothm
1661,argentine telepop
1662,italian techno
1663,alternative pop rock
1664,anime score
1665,harlem hip hop
1666,norwegian indie
1667,classical baritone
1668,okc indie
1669,zapstep
1670,historic piano performance
1671,portuguese metal
1672,neo-proto
1673,deep rai
1674,french reggae
1675,vancouver punk
1676,german dark minimal techno
1677,virginia indie
1678,uk dnb
1679,indie singer-songwriter
1680,michigan folk
1681,catstep
1682,k-pop girl group
1683,qawwali
1684,chamber orchestra
1685,lesen
1686,sufi
1687,mexican pop punk
1688,bay area hip hop
1689,dusseldorf electronic
1690,uk funky
1691,british black metal
1692,irish country
1693,musikkorps
1694,funk
1695,outer hip hop
1696,french baroque
1697,arab folk
1698,arab trap
1699,australian alternative pop
1700,nitzhonot
1701,soul
1702,japanese death metal
1703,sci-fi metal
1704,jazz vibraphone
1705,dutch house
1706,swedish underground rap
1707,indonesian pop
1708,portuguese folk
1709,dutch contemporary classical
1710,usbm
1711,shibuya-kei
1712,canadian post-hardcore
1713,kindie rock
1714,action rock
1715,motown
1716,japanese choir
1717,miami bass
1718,west-vlaamse hip hop
1719,forro tradicional
1720,finnish jazz
1721,estonian hip hop
1722,tejano
1723,gymcore
1724,trival
1725,kawaii edm
1726,world meditation
1727,italian punk
1728,death industrial
1729,latincore
1730,alternative emo
1731,world
1732,waiata maori
1733,dream trance
1734,latin rock
1735,deep euro house
1736,chamber pop
1737,chaotic hardcore
1738,old school uk hip hop
1739,new age piano
1740,estonian rock
1741,uk dub
1742,german shoegaze
1743,melbourne bounce
1744,industrial black metal
1745,musica prehispanica
1746,psychedelic folk rock
1747,zen
1748,martial industrial
1749,cape verdean folk
1750,oklahoma country
1751,oberkrainer
1752,chamber choir
1753,australian comedy
1754,classical era
1755,psychokore
1756,classic swedish pop
1757,christelijk
1758,jazz rap
1759,rock tico
1760,instrumental surf
1761,german baroque
1762,rock
1763,classic psychedelic rock
1764,sound
1765,turkish alternative
1766,zolo
1767,maine indie
1768,australian post-punk
1769,breton folk
1770,deep progressive house
1771,kabarett
1772,spanish invasion
1773,brazilian composition
1774,singing bowl
1775,industrial
1776,rock catracho
1777,berlin minimal techno
1778,cante flamenco
1779,world fusion
1780,belgian rock
1781,boston indie
1782,alaska indie
1783,nueva cancion
1784,australian blues
1785,chillwave
1786,australian house
1787,icelandic experimental
1788,rio grande do sul indie
1789,ann arbor indie
1790,east coast reggae
1791,deep vocal house
1792,austrian choir
1793,thai pop
1794,water
1795,classical soprano
1796,proto-rap
1797,brazilian percussion
1798,benga
1799,british soundtrack
1800,manchester indie
1801,anthem emo
1802,dansktop
1803,psychedelic blues-rock
1804,chinese electronic
1805,oriental classical
1806,rave
1807,mellow gold
1808,blackgaze
1809,pinoy indie
1810,australian metal
1811,dirty texas rap
1812,experimental house
1813,indie rockism
1814,neo metal
1815,classic pakistani pop
1816,lithuanian folk
1817,american post-rock
1818,german pop
1819,hyperpop
1820,new hampshire indie
1821,phoenix indie
1822,late romantic era
1823,japanese jazz
1824,instrumental grime
1825,brain waves
1826,alternative roots rock
1827,scottish indie folk
1828,mestissatge
1829,erhu
1830,house argentino
1831,russian pop
1832,pop punk
1833,melodic hard rock
1834,pinoy alternative rap
1835,old school nederhop
1836,geek folk
1837,turntablism
1838,diva house
1839,thai idol
1840,avant-garde jazz
1841,victorian britain
1842,japanese post-rock
1843,popping
1844,dark wave
1845,new jack swing
1846,screamo
1847,groove metal
1848,sardinia indie
1849,dayton indie
1850,boom bap
1851,danish electropop
1852,gabba
1853,ukrainian metal
1854,panpipe
1855,italian reggae
1856,slovak electronic
1857,highlife
1858,speed metal
1859,texas country
1860,bouncy house
1861,cook islands pop
1862,country rap
1863,mallet
1864,uk beatdown
1865,jamgrass
1866,cartoon
1867,children's story
1868,polish modern jazz
1869,alpine yodeling
1870,leipzig electronic
1871,classic finnish rock
1872,uwielbienie
1873,concert band
1874,classical piano
1875,irish pub song
1876,eurobeat
1877,deep ragga
1878,christian deathcore
1879,minneapolis sound
1880,italian folk
1881,workout product
1882,bath indie
1883,musique pour enfants
1884,pop quebecois
1885,horror punk
1886,orthodox chant
1887,liquid funk
1888,country quebecois
1889,mongolian folk
1890,tin pan alley
1891,lds youth
1892,british experimental
1893,thai hip hop
1894,memphis blues
1895,orchestra
1896,nyc pop
1897,argentine hardcore
1898,jazz catala
1899,eritrean pop
1900,manitoba indie
1901,brega funk
1902,chilean indie
1903,rio de la plata
1904,brazilian punk rock
1905,jewish hip hop
1906,sheffield indie
1907,jazz cubano
1908,taiwan singer-songwriter
1909,south african pop
1910,pittsburgh indie
1911,french punk
1912,alternative americana
1913,australian trap
1914,finnish black metal
1915,guinean pop
1916,sami
1917,edm
1918,chinese traditional
1919,mod revival
1920,mexican rock-and-roll
1921,nz pop
1922,dronescape
1923,cymraeg
1924,triangle indie
1925,russian romanticism
1926,belly dance
1927,hauntology
1928,san marcos tx indie
1929,bandinhas
1930,dhrupad
1931,puerto rican pop
1932,swedish synthpop
1933,hollywood
1934,deep pop r&b
1935,sevdah
1936,grime
1937,musique mandingue
1938,soukous
1939,electro
1940,chicago house
1941,meme rap
1942,turbo folk
1943,military cadence
1944,new jersey indie
1945,turkish rock
1946,canadian metalcore
1947,folklore peruano
1948,portland indie
1949,arab alternative
1950,polish pop
1951,medway sound
1952,shoegaze
1953,modern performance
1954,hungarian metal
1955,african reggae
1956,south african punk
1957,isle of man indie
1958,disco polo
1959,power-pop punk
1960,german house
1961,progressive trance
1962,modern power pop
1963,pop chileno
1964,swedish metalcore
1965,london on indie
1966,musica infantil
1967,hungarian contemporary classical
1968,death metal
1969,pinoy praise
1970,environmental
1971,hard bop
1972,melbourne bounce international
1973,surinamese pop
1974,cancion infantil mexicana
1975,spanish folk metal
1976,polish folk
1977,uk pop
1978,east anglia indie
1979,tzadik
1980,background music
1981,cubaton
1982,detroit trap
1983,fluxwork
1984,vaporwave
1985,canadian house
1986,chalga
1987,scottish indie
1988,alternative ccm
1989,popgaze
1990,swiss metal
1991,japanese rockabilly
1992,idol
1993,dutch tech house
1994,atmospheric dnb
1995,munich electronic
1996,queens hip hop
1997,metropopolis
1998,slash punk
1999,italian underground hip hop
2000,one-person band
2001,electro latino
2002,spanish classical
2003,melodic deathcore
2004,crust punk
2005,dutch edm
2006,sung poetry
2007,rock steady
2008,pop rap
2009,russian contemporary classical
2010,bossa nova jazz
2011,hi-nrg
2012,hindustani vocal
2013,balkan brass
2014,uk doom metal
2015,experimental rock
2016,russian hip hop
2017,early music choir
2018,ambient fusion
2019,stl indie
2020,bosnian electronic
2021,malaysian pop
2022,minimalism
2023,finnish doom metal
2024,neurostep
2025,downtempo
2026,guidance
2027,russian gangster rap
2028,jazz venezolano
2029,deep adult standards
2030,dublin indie
2031,hard rock brasileiro
2032,irish neo-traditional
2033,lancashire indie
2034,korean r&b
2035,circuit
2036,classic nz pop
2037,free jazz
2038,comic
2039,burkinabe pop
2040,classical accordion
2041,guam indie
2042,lo-fi chill
2043,nephop
2044,scottish indie rock
2045,deep disco house
2046,speed garage
2047,austrian hip hop
2048,medieval ensemble
2049,boston punk
2050,oxford indie
2051,japanese shoegaze
2052,jazz blues
2053,norwegian experimental
2054,rap euskera
2055,indian rock
2056,metal gotico
2057,melodic techno
2058,neo-classical
2059,carnatic
2060,outsider
2061,french metal
2062,rai
2063,hong kong indie
2064,cologne indie
2065,ninja
2066,trap latino
2067,fake
2068,norwegian pop rap
2069,braindance
2070,bmore
2071,melodic power metal
2072,french hip hop
2073,sitar
2074,ottawa indie
2075,northamptonshire indie
2076,quiet storm
2077,folclor colombiano
2078,memphis indie
2079,bronx hip hop
2080,deep german punk
2081,vocal trance
2082,indie extremena
2083,post-grunge
2084,deep ambient
2085,bass house
2086,organic electronic
2087,swedish metal
2088,hawaiian hip hop
2089,indie pop rap
2090,lovers rock
2091,khaliji
2092,afrofuturismo brasileiro
2093,lounge house
2094,lldm
2095,indie game soundtrack
2096,israeli rock
2097,algerian folk
2098,drill
2099,hawaiian indie
2100,belgian hip hop
2101,turkish hip hop
2102,kwaito
2103,halloween
2104,joropo
2105,swiss hip hop
2106,french jazz
2107,indie soul
2108,classical piano duo
2109,acoustic chill
2110,zydeco
2111,canadian psychedelic rock
2112,geek rock
2113,neue deutsche todeskunst
2114,dark techno
2115,virginia metal
2116,okinawan folk
2117,early music ensemble
2118,commons
2119,reggae mexicano
2120,kawaii future bass
2121,jazz violin
2122,trova
2123,german hard rock
2124,dark post-punk
2125,hard rock
2126,gospel singers
2127,chinderlieder
2128,australian dance
2129,progressive black metal
2130,marimba orquesta
2131,swedish eurodance
2132,latin arena pop
2133,ghanaian hip hop
2134,experimental electronic
2135,athens indie
2136,finnish death metal
2137,arab pop
2138,mathcore
2139,west end
2140,classic turkish pop
2141,uk worship
2142,danish alternative rock
2143,manso indie
2144,suomi rock
2145,music box
2146,dabke
2147,albuquerque indie
2148,german indie
2149,dance pop
2150,blackened crust
2151,rajasthani pop
2152,classic praise
2153,deep brazilian pop
2154,rap feminino nacional
2155,goregrind
2156,canadian contemporary country
2157,norsk lovsang
2158,scandipop
2159,rap uruguayo
2160,australian indie folk
2161,grimewave
2162,bubblegum pop
2163,charanga
2164,charlottesville indie
2165,australian r&b
2166,neotango
2167,deep german hip hop
2168,bohemian baroque
2169,gospel blues
2170,norwegian punk rock
2171,dub
2172,german soundtrack
2173,progressive technical death metal
2174,euphoric hardstyle
2175,lgbtq+ hip hop
2176,palm desert scene
2177,rap cristao
2178,brazilian ska
2179,french rock
2180,guadalajara indie
2181,faroese pop
2182,shiver pop
2183,contemporary post-bop
2184,swiss house
2185,ok indie
2186,irish singer-songwriter
2187,nightcore
2188,spacewave
2189,trap italiana
2190,puerto rican rock
2191,welsh metal
2192,complextro
2193,abstract hip hop
2194,canadian hardcore
2195,stoner metal
2196,jawaiian
2197,roots americana
2198,social media pop
2199,estonian metal
2200,classical oboe
2201,portuguese pop
2202,psych gaze
2203,noise rock
2204,vegan straight edge
2205,sefardi
2206,seattle indie
2207,latino comedy
2208,deep groove house
2209,moog
2210,outlaw country
2211,indie anthem-folk
2212,velha guarda
2213,canberra indie
2214,chant religieux
2215,irish contemporary classical
2216,shamanic
2217,channel islands indie
2218,deep deep house
2219,redneck
2220,turkish singer-songwriter
2221,old school hip hop
2222,mainland chinese pop
2223,classical cello
2224,cincinnati indie
2225,bolero
2226,classical
2227,arab electronic
2228,indonesian idol pop
2229,musica popular amazonense
2230,chutney
2231,leicester indie
2232,hard alternative
2233,funk carioca
2234,denver indie
2235,vintage radio show
2236,vermont indie
2237,canadian indie
2238,ye ye
2239,tassie indie
2240,utah indie
2241,chamber psych
2242,classic arab pop
2243,folk-pop
2244,bristol indie
2245,neo soul-jazz
2246,musique pour enfant quebecois
2247,canadian indigenous
2248,ryukyu ongaku
2249,washboard
2250,new comedy
2251,malaysian indie
2252,pittsburgh rock
2253,classical countertenor
2254,folk metal
2255,progressive breaks
2256,sevilla indie
2257,instrumental math rock
2258,serbian electronic
2259,v-pop
2260,glitch
2261,chinese classical performance
2262,pop peruano
2263,renaissance
2264,italian indie pop
2265,classic rock
2266,musiikkia lapsille
2267,acid house
2268,bubble trance
2269,french shoegaze
2270,afro house
2271,solipsynthm
2272,contemporary classical
2273,alternative hip hop
2274,jazz drums
2275,darkstep
2276,brazilian house
2277,remix product
2278,viral trap
2279,dixieland
2280,manchester hip hop
2281,norwegian space disco
2282,australian psych
2283,japanese indie rock
2284,electric blues
2285,post-minimalism
2286,thai indie pop
2287,modern rock
2288,vietnamese pop
2289,persian alternative
2290,celtic harp
2291,soft rock
2292,norteno-sax
2293,alternative rock
2294,reggae fusion
2295,uk metalcore
2296,british contemporary classical
2297,electroacoustic improvisation
2298,australian alternative rock
2299,banda
2300,deep cumbia sonidera
2301,rap marseille
2302,vocal jazz
2303,pinoy reggae
2304,latin jazz
2305,ballet class
2306,canadian contemporary r&b
2307,classic peruvian pop
2308,easycore
2309,nl folk
2310,operatic pop
2311,british indie rock
2312,jamtronica
2313,merengue
2314,vintage french electronic
2315,japanese soundtrack
2316,blues latinoamericano
2317,deep happy hardcore
2318,shimmer psych
2319,electro trash
2320,neo-singer-songwriter
2321,sound team
2322,japanese classical
2323,dutch metal
2324,idol rock
2325,west yorkshire indie
2326,atmospheric black metal
2327,stride
2328,swedish gangsta rap
2329,electronica
2330,finnish classical
2331,dutch urban
2332,italian hip hop
2333,post-black metal
2334,icelandic indie
2335,finnish indie
2336,rap
2337,miami metal
2338,shanty
2339,african gospel
2340,classic cantopop
2341,deep turkish pop
2342,dance rock
2343,deep acoustic pop
2344,modern blues rock
2345,tallava
2346,classic australian country
2347,cumbia andina mexicana
2348,edinburgh metal
2349,brazilian boogie
2350,norwegian choir
2351,trancecore
2352,melodipop
2353,eurovision
2354,tamil hip hop
2355,epicore
2356,beatdown
2357,singaporean pop
2358,electro bailando
2359,miami hip hop
2360,post-doom metal
2361,new wave of thrash metal
2362,gainesville indie
2363,bedroom soul
2364,estonian electronic
2365,finnish dance pop
2366,funk metal
2367,nova canco
2368,jungle
2369,classic progressive house
2370,post-punk mexicano
2371,rock gotico
2372,j-metal
2373,croatian electronic
2374,nigerian hip hop
2375,german worship
2376,french indietronica
2377,deep indie singer-songwriter
2378,tamil pop
2379,cuban alternative
2380,canadian singer-songwriter
2381,deep power-pop punk
2382,cumbia sonidera
2383,indian folk
2384,nordic contemporary classical
2385,slow game
2386,chinese jazz
2387,southampton indie
2388,modern folk rock
2389,thai rock
2390,hula
2391,underground hip hop
2392,vapor pop
2393,american 21st century classical
2394,432hz
2395,doom metal
2396,viola
2397,dancehall
2398,russian dance pop
2399,neo-traditional country
2400,hard chime
2401,chinese idol pop
2402,wisconsin indie
2403,japanese ska
2404,deep soundtrack
2405,final fantasy
2406,funk ostentacao
2407,europop
2408,roots reggae
2409,lo-fi house
2410,beatboxing
2411,okinawan pop
2412,bleep techno
2413,witch house
2414,japanese heavy metal
2415,burmese pop
2416,emo rap
2417,birmingham indie
2418,jazz double bass
2419,faroese rock
2420,trondheim indie
2421,houston indie
2422,persian pop
2423,paraguayan rock
2424,e6fi
2425,pony
2426,brostep
2427,pub rock
2428,deathrock
2429,wu fam
2430,dutch folk
2431,japanese emo
2432,futurepop
2433,quatuor a cordes
2434,bebop
2435,bayerischer rap
2436,ska argentino
2437,jazz harp
2438,straight edge
2439,italian opera
2440,canadian pop punk
2441,ilahiler
2442,ambient industrial
2443,salsa
2444,la indie
2445,iowa indie
2446,deep talent show
2447,canadian children's music
2448,darksynth
2449,detroit house
2450,permanent wave
2451,northern soul
2452,rap catalan
2453,indie viet
2454,romantico
2455,monastic
2456,indonesian rock
2457,rap calme
2458,uk dance
2459,south african metal
2460,manila sound
2461,strut
2462,gangster rap
2463,indie folk argentino
2464,new orleans funk
2465,cantautor
2466,sundanese traditional
2467,nashville sound
2468,yugoslav rock
2469,indie cordoba
2470,west african jazz
2471,west coast rap
2472,abstract beats
2473,arab groove
2474,indiecoustica
2475,nueva trova chilena
2476,popwave
2477,folklore chileno
2478,viking folk
2479,teen pop
2480,anthem
2481,ny roots
2482,aussietronica
2483,christchurch indie
2484,german trap
2485,psychobilly
2486,irish pop
2487,new orleans indie
2488,alabama indie
2489,korean trap
2490,gospel
2491,limerick indie
2492,dundee indie
2493,drone
2494,british brass band
2495,british dance band
2496,brutal deathcore
2497,adventista
2498,soul blues
2499,indonesian psychedelia
2500,atmospheric sludge
2501,electro-industrial
2502,hip hop tuga
2503,german opera
2504,garage punk
2505,anti-folk
2506,classic russian pop
2507,musica de pernambuco
2508,neofolk
2509,madchester
2510,j-ambient
2511,australian hip hop
2512,italian electronica
2513,hindi hip hop
2514,native american spiritual
2515,psychedelic trance
2516,kolsche karneval
2517,thai indie rock
2518,j-pixie
2519,brazilian hip hop
2520,k-pop boy group
2521,dutch rock
2522,louvor
2523,swedish punk
2524,japanese metalcore
2525,musica mallorquina
2526,heartland rock
2527,warrington indie
2528,pop rock
2529,egyptian hip hop
2530,modern jazz piano
2531,gypsy jazz
2532,melodic dubstep
2533,slovenian electronic
2534,dub techno
2535,springfield mo indie
2536,carnatic instrumental
2537,rock chapin
2538,zim hip hop
2539,spoken word
2540,kurdish pop
2541,musica calabrese
2542,german hip hop
2543,umbanda
2544,filter house
2545,sertanejo gospel
2546,harmonica blues
2547,italian soundtrack
2548,anglican liturgy
2549,cameroonian pop
2550,nordic post-rock
2551,old-time
2552,argentine indie rock
2553,thai folk
2554,milwaukee indie
2555,italian progressive rock
2556,historical keyboard
2557,synth punk
2558,conscious hip hop
2559,world chill
2560,taiwan pop
2561,bulgarian pop
2562,chicago drill
2563,japanese psychedelic rock
2564,pop flamenco
2565,viking metal
2566,second line
2567,japanese math rock
2568,rap metal espanol
2569,caracas indie
2570,ukulele
2571,ambeat
2572,modern alternative rock
2573,midwest emo
2574,scottish electronic
2575,deep disco
2576,tabla
2577,lilith
2578,chaabi algerien
2579,modern electroacoustic
2580,fidget house
2581,metal catala
2582,country blues
2583,underground power pop
2584,throat singing
2585,footwork
2586,blues
2587,metalcore
2588,ostrock
2589,polynesian pop
2590,neo-industrial rock
2591,twee pop
2592,vintage old-time
2593,norwegian prog
2594,chilean metal
2595,country gospel
2596,technical black metal
2597,portuguese rock
2598,swedish black metal
2599,modern hard rock
2600,singer-songwriter
2601,musique peule
2602,light music
2603,riot grrrl
2604,concepcion indie
2605,kodomo no ongaku
2606,japanese vgm
2607,musica de fondo
2608,bass trip
2609,chinese post-rock
2610,brazilian rock
2611,austrian techno
2612,melbourne indie
2613,muziek voor kinderen
2614,indonesian jazz
2615,rochester ny indie
2616,chicago hardcore
2617,christian hip hop
2618,melodic rap
2619,white noise
2620,deep soft rock
2621,stomp pop
2622,spanish indie pop
2623,levenslied
2624,industrial rock
2625,balfolk
2626,tijuana electronic
2627,choral
2628,modern jazz trio
2629,bounce
2630,j-rap
2631,welsh folk
2632,orquestas de galicia
2633,nova mpb
2634,swedish singer-songwriter
2635,grunge pop
2636,granada indie
2637,slam poetry
2638,swedish hip hop
2639,pop edm
2640,hip house
2641,argentine punk
2642,indie dream pop
2643,hindustani classical
2644,norwegian doom metal
2645,fremantle indie
2646,disney
2647,russian techno
2648,guaracha
2649,hardvapour
2650,arabic jazz
2651,japanese singer-songwriter
2652,classic greek pop
2653,swamp blues
2654,pilates
2655,malmo indie
2656,chiptune
2657,big beat
2658,japanese folk
2659,ethiopian pop
2660,galante era
2661,musique comorienne
2662,sandalwood
2663,dark disco
2664,german indie folk
2665,catalan folk
2666,virginia punk
2667,indian jazz
2668,montana indie
2669,escape room
2670,samba-enredo
2671,banda caliente
2672,forro
2673,chicha
2674,icelandic electronic
2675,timba
2676,j-rock
2677,deep melodic hard rock
2678,puerto rican folk
2679,german alternative rap
2680,metallic hardcore
2681,texas blues
2682,deep folk metal
2683,boston hardcore
2684,dutch drill
2685,drill and bass
2686,norwegian metal
2687,avant-garde
2688,swedish stoner rock
2689,windsor on indie
2690,variete francaise
2691,classical percussion
2692,dark electro
2693,australian indie rock
2694,indian indie
2695,spanish modern rock
2696,classic colombian pop
2697,indie cantabria
2698,british singer-songwriter
2699,norwegian classical
2700,canzone napoletana
2701,italian alternative
2702,portuguese indie rock
2703,ohio indie
2704,twoubadou
2705,ethnotronica
2706,south african alternative
2707,indie liguria
2708,symphonic black metal
2709,gothic rock
2710,danish electronic
2711,jazz orchestra
2712,cumbia salvadorena
2713,candy pop
2714,winnipeg hip hop
2715,vapor house
2716,son cubano clasico
2717,gothenburg metal
2718,danish choir
2719,hip hop galsen
2720,brazilian emo
2721,operetta
2722,vietnamese bolero
2723,mundart
2724,salzburg indie
2725,nz singer-songwriter
2726,new jersey punk
2727,brazilian psychedelic
2728,industrial techno
2729,russian punk
2730,birmingham hip hop
2731,manele
2732,indie psych-pop
2733,uae indie
2734,middle earth
2735,kindermusik
2736,afro psych
2737,swiss trap
2738,japanese classical performance
2739,cumbia chilena
2740,space ambient
2741,folclor afrocolombiano
2742,northern irish indie
2743,cumbia
2744,phonk
2745,greek rock
2746,israeli pop
2747,indonesian folk
2748,cinematic dubstep
2749,experimental hip hop
2750,country
2751,tribal house
2752,deep underground hip hop
2753,asheville indie
2754,britpop
2755,math pop
2756,kayokyoku
2757,post-post-hardcore
2758,rap francais
2759,malian blues
2760,australian indigenous
2761,bitpop
2762,new weird america
2763,electropowerpop
2764,punk
2765,alternative dance
2766,norteno
2767,belgian indie
2768,experimental bass
2769,scorecore
2770,bandoneon
2771,album rock
2772,irish indie rock
2773,turkish trap pop
2774,italo house
2775,lute
2776,thall
2777,dutch prog
2778,spanish prog
2779,buffalo ny indie
2780,cali rap
2781,greek contemporary classical
2782,spanish reggae
2783,sludge metal
2784,dutch r&b
2785,future house
2786,latin soundtrack
2787,lawrence ks indie
2788,string orchestra
2789,dallas indie
2790,hip hop quebecois
2791,brass quintet
2792,zimdancehall
2793,belgian new wave
2794,contemporary vocal jazz
2795,meditation
2796,glee club
2797,norwegian country
2798,griot
2799,skiffle
2800,mexican edm
2801,indie punk
2802,horror synth
2803,morna
2804,honky-tonk piano
2805,christian relaxative
2806,southern soul
2807,indie catala
2808,rome indie
2809,thrash metal
2810,mexican metal
2811,brazilian jazz
2812,swancore
2813,spanish renaissance
2814,israeli singer-songwriter
2815,spanish pop
2816,dakke dak
2817,xhosa
2818,minecraft
2819,soul flow
2820,belgian techno
2821,minimal dubstep
2822,latin tech house
2823,albanian hip hop
2824,progressive house
2825,atlanta indie
2826,gqom
2827,retro metal
2828,black comedy
2829,nz electronic
2830,salsa cristiana
2831,latin worship
2832,smooth saxophone
2833,jazz flute
2834,new wave of glam metal
2835,dc indie
2836,belgian pop
2837,progressive metal
2838,auckland indie
2839,garage rock
2840,flemish folk
2841,early avant garde
2842,czech hip hop
2843,leon gto indie
2844,calgary indie
2845,calypso
2846,classic mandopop
2847,spanish new wave
2848,turkish electronic
2849,frankfurt electronic
2850,electronic trap
2851,banjo
2852,arab metal
2853,psychedelic rock
2854,merseybeat
2855,musica de intervencao
2856,instrumental rock
2857,trip hop
2858,bossa nova cover
2859,instrumental stoner rock
2860,italian jazz
2861,german cloud rap
2862,rock curitibano
2863,indonesian reggae
2864,acoustic opm
2865,finnish psychedelic rock
2866,indie shoegaze
2867,nursery
2868,musica jibara
2869,lebanese indie
2870,galego
2871,thai indie
2872,indie napoletano
2873,canadian rock
2874,german choir
2875,indian metal
2876,brazilian thrash metal
2877,native american hip hop
2878,traditional swing
2879,turkish folk
2880,french soundtrack
2881,acid jazz
2882,lund indie
2883,classical saxophone
2884,pinoy trap
2885,nyckelharpa
2886,reading indie
2887,hangpan
2888,metal guitar
2889,russian trap
2890,florida death metal
2891,saskatchewan indie
2892,punk tuga
2893,indie rock italiano
2894,portland hip hop
2895,pop catracho
2896,autonomous black metal
2897,canadian folk
2898,classic country pop
2899,cornwall indie
2900,balearic
2901,mindfulness
2902,jewish pop
2903,russian ccm
2904,chicago pop punk
2905,indie folk italiano
2906,lebanese pop
2907,ska revival
2908,j-acoustic
2909,gothenburg hip hop
2910,north east england indie
2911,greek metal
2912,swedish jazz
2913,baltimore indie
2914,stockholm indie
2915,rock viet
2916,ottawa rap
2917,rockabilly
2918,norwegian hardcore
2919,musica llanera
2920,hardcore techno
2921,chanson paillarde
2922,dangdut koplo
2923,chinese worship
2924,chill beats
2925,francoton
2926,scottish gaelic folk
2927,taiwan electronic
2928,nu-cumbia
2929,neue deutsche welle
2930,piano cover
2931,french indie pop
2932,soul jazz
2933,power metal
2934,gaming edm
2935,salsa choke
2936,drum and bass
2937,deep indian pop
2938,indie veneto
2939,korean jazz
2940,hurdy-gurdy
2941,bass trap
2942,argentine reggae
2943,acid techno
2944,romanian pop
2945,metal noir quebecois
2946,glitch beats
2947,collage pop
2948,german show tunes
2949,quebec indie
2950,boston metal
2951,concertina
2952,afghan traditional
2953,guitarra argentina
2954,ragga jungle
2955,reiki
2956,canadian electropop
2957,slam death metal
2958,sunshine pop
2959,mande pop
2960,electronica argentina
2961,dfw rap
2962,kaneka
2963,post-rock
2964,noise punk
2965,dutch indie
2966,tropical house
2967,belgian indie rock
2968,australian choir
2969,doujin
2970,greek indie
2971,kids dance party
2972,experimental black metal
2973,canadian blues
2974,british post-rock
2975,progressive bluegrass
2976,hyphy
2977,colombian pop
2978,modern funk
2979,theme
2980,string quartet
2981,south carolina indie
2982,christian punk
2983,swedish dancehall
2984,rap kreyol
2985,japanese jazztronica
2986,atl hip hop
2987,french post-punk
2988,visual kei
2989,sertanejo pop
2990,microtonal
2991,chanson
2992,uk pop punk
2993,classic bollywood
2994,post-screamo
2995,yodeling
2996,spanish post-punk
2997,indiana indie
2998,university choir
2999,library music
3000,rock gaucho
3001,hamburger schule
3002,narodna muzika
3003,nz reggae
3004,bulgarian rock
3005,oyun havasi
3006,experimental techno
3007,dusseldorf indie
3008,adoracao
3009,fast melodic punk
3010,deep techno
3011,indian classical
3012,argentine hip hop
3013,australian garage punk
3014,hopebeat
3015,japanese trap
3016,deep melodic metalcore
3017,huayno
3018,icelandic traditional
3019,adult standards
3020,new wave pop
3021,dutch blues
3022,new age
3023,swedish soul
3024,massage
3025,latin american heavy psych
3026,porro
3027,art punk
3028,argentine ambient
3029,german oi
3030,barbershop
3031,indie salvadoreno
3032,classic garage rock
3033,classic nz country
3034,gulf hip hop
3035,australian talent show
3036,violin
3037,experimental dubstep
3038,disney svenska
3039,neo classical metal
3040,gaian doom
3041,polyphony
3042,australian indie
3043,minneapolis punk
3044,german ccm
3045,austrian metal
3046,southeast asian post-rock
3047,classic malaysian pop
3048,uk alternative pop
3049,new romantic
3050,romanian rock
3051,western swing
3052,guided meditation
3053,spanish metal
3054,classical flute
3055,rune folk
3056,uk hip hop
3057,technical groove
3058,vienna indie
3059,virgin islands reggae
3060,argentine rock
3061,new england americana
3062,chinese indie rock
3063,australian classical
3064,swedish alternative rock
3065,danish pop
3066,powerviolence
3067,jersey club
3068,pagan black metal
3069,chicano rap
3070,psychedelic doom
3071,cosmic post-rock
3072,nigerian pop
3073,nyhc
3074,deep christian rock
3075,new jersey rap
3076,indy indie
3077,russian reggae
3078,cinematic post-rock
3079,american contemporary classical
3080,kuduro
3081,canadian celtic
3082,future ambient
3083,regional mexican
3084,dangdut remix
3085,arabesk
3086,tollywood
3087,british invasion
3088,trap chileno
3089,college marching band
3090,panamanian pop
3091,pinoy hip hop
3092,football
3093,munich indie
3094,happy hardcore
3095,cumbia boliviana
3096,slc indie
3097,chicago punk
3098,italian mandolin
3099,italogaze
3100,brazilian gospel
3101,minimal tech house
3102,mariachi
3103,philly rap
3104,japanese experimental
3105,monterrey indie
3106,deep neofolk
3107,danish indie
3108,vintage schlager
3109,crossover thrash
3110,doo-wop
3111,hindustani instrumental
3112,oulu metal
3113,jazz brass
3114,italo beats
3115,jazz metal
