artist_id,genre_id
2680,413
2680,1263
2680,3355
22177,2461
22177,2812
22177,1127
22177,1987
22513,3488
22513,2610
20823,2019
20823,3318
20823,2619
20823,2942
18492,1806
18492,1051
18492,2615
18492,667
18492,2954
18492,785
18492,2957
1397,3
21422,3562
21422,2623
21422,2373
21422,2065
21422,1717
21422,1106
21422,2478
21422,3452
5820,3415
20238,1550
20238,2178
20238,2132
20238,1865
20238,540
20238,2521
20238,1091
20238,1148
1800,2768
17598,3456
17598,865
17598,569
17598,2452
3658,300
3658,1835
3658,3508
12592,3013
3751,1357
17148,856
17148,3427
17148,2328
17148,2978
17148,2172
17148,722
19335,865
19335,2758
19335,2003
18759,2670
18759,1434
18759,1671
12217,2366
7683,3748
7683,3135
7683,560
7683,3535
7683,201
7683,1376
7683,1622
7683,954
7683,2221
9543,339
9543,1099
9543,800
9543,2083
1534,354
1534,2313
14102,15
14102,3522
14102,2631
8315,1158
8315,75
8315,2829
8315,2566
8589,2913
8589,2483
8589,3223
1035,3720
1035,986
22242,477
22242,863
2743,351
2743,986
2743,3440
20343,73
11961,3469
11961,986
5919,1616
5919,1529
11291,3013
11291,2255
4712,3748
4712,3014
4712,3330
4712,2102
4712,1376
4712,2221
7758,1346
7758,318
7758,3403
5328,3806
21592,3748
21592,3388
21592,2915
21592,3598
21592,2193
21592,1376
21592,2452
18827,2214
2133,3013
20727,1291
20727,994
20727,1317
6038,396
6038,1985
6038,3686
6038,2134
2297,2913
2297,2483
7273,2211
7273,1827
23453,667
23453,1543
23453,3134
23453,1459
3994,2154
23506,1153
23506,1942
23506,2373
23506,93
23506,1965
23506,2149
23506,1936
23506,1106
10452,3327
10452,1260
10452,3545
998,1974
998,3522
998,652
998,3155
998,768
998,3126
998,2631
15548,2021
14562,1766
14562,2671
8878,944
8878,3534
8878,3434
17441,869
23643,1812
22359,2268
23676,3678
9011,2263
18939,1055
18939,2294
18939,2987
18939,2214
9907,1675
9907,638
13343,1923
13343,973
20031,1485
20031,2368
4833,3730
17041,811
17041,3224
17041,575
17041,3013
17041,3598
17041,2193
17041,2255
17041,484
17041,1495
20724,6
20724,2623
20724,3453
20724,1755
20724,3443
20724,2065
20724,2758
20724,1106
20724,2683
12029,183
12029,908
16768,2176
16768,2924
16768,603
16768,817
16768,3595
103,237
103,2108
103,3153
103,2097
103,2619
103,1524
18760,2623
18760,446
18760,2019
18760,3250
18760,2065
18760,11
18760,2588
18760,3160
8960,135
8960,3763
8960,3594
8960,3126
8960,3052
2184,429
2184,3025
2184,446
2184,1051
2184,2065
2184,1139
2184,11
2184,2615
2184,667
2184,2588
2184,785
2184,2957
2148,1038
2148,2214
9957,2930
9957,3094
9957,2393
9957,1761
9957,2966
9957,3507
9957,1883
9957,298
9957,460
9957,3104
9957,2246
9957,3596
9957,656
17930,1486
14997,1055
14997,1283
14997,2675
14997,2294
14997,2699
14997,2987
14997,1214
14997,1311
4115,3199
4115,927
4115,2587
4115,1234
4115,3080
7383,1616
12533,2994
12533,1734
12533,2516
12533,666
12533,627
21561,2675
21561,2294
21561,2395
17351,2889
17351,251
1490,3598
21980,2321
18613,1153
18613,3566
18613,2294
18613,2074
18613,940
18613,2452
21705,2888
21705,3618
15799,2185
15799,721
18321,1055
18321,1283
18321,2675
18321,2294
18321,3513
18289,831
18289,1330
18289,2268
23021,3806
14627,1158
14627,3635
14627,2896
14627,1011
14627,2452
14627,1584
20933,2408
20933,2913
20933,2483
23047,482
23047,1734
23047,827
23047,2968
23047,446
23047,1758
23047,3610
23047,666
23047,1127
23047,654
23047,1344
23047,1987
23047,2859
23047,2626
23047,764
2697,2913
5489,887
5489,3537
9488,562
19985,3388
19985,1011
19985,2901
19985,1091
19985,2193
12364,785
17342,2019
17342,2896
17342,2800
17342,2619
17342,2942
17342,666
17342,627
17342,3241
17342,1109
17342,897
17342,2626
11549,1626
18056,6
18056,2623
18056,3453
18056,1755
18056,3443
18056,2065
18056,2683
1046,377
1046,2548
1046,889
11329,1725
11329,314
11329,1657
20557,1824
20557,669
505,1820
18691,3522
18691,652
18691,3155
18691,768
18691,3126
18691,2631
16659,3522
16659,652
16659,3536
16659,318
16659,768
16659,3126
16659,2547
1832,1909
1832,1875
1832,3598
1832,2193
1832,3350
1832,2464
1832,1923
1832,2779
14294,3513
23717,3680
23717,3013
23717,3205
23717,2193
23717,2779
23717,3355
22490,229
22863,985
22863,994
22863,863
22863,3444
4323,2623
4323,2478
8203,1346
8203,52
8203,318
16591,1153
16591,3566
16591,1011
16591,3647
16591,1148
9356,3803
11380,556
11380,3618
11380,1690
10987,687
10987,3055
10987,187
10987,1252
8833,3055
8833,1252
16788,360
16788,466
11686,1927
11686,1259
11686,333
11686,2078
11686,2553
18844,1201
18844,515
18844,2083
18844,68
18844,1540
9880,2462
6853,2185
6853,101
6853,2442
6853,953
12620,175
22919,1702
22919,1974
22919,3155
8922,341
8922,1751
16310,482
16310,357
16310,2968
16310,446
16310,1806
16310,1051
16310,2065
16310,11
16310,1344
16310,667
16310,2954
16310,2588
16310,785
16310,2957
6834,340
6834,3749
3848,1690
2725,1726
2725,2303
2725,3679
6125,2758
6125,3592
6125,1031
20000,1504
20000,3556
20000,1135
20000,1388
21950,827
21950,2968
21950,2019
21950,1758
21950,1127
21950,654
21950,11
21950,1344
21950,1987
21950,1863
21883,3618
5469,2188
2016,1363
11434,383
11434,2758
11434,3561
22774,262
22774,2707
22774,869
22774,1564
20148,2268
23446,3643
4378,2165
14949,783
22725,2807
22725,3336
20700,723
3555,2281
3555,3645
13878,1363
13878,3643
13878,52
5363,1766
5363,1234
1361,2518
1361,2382
2027,377
2027,2548
19222,1597
19222,2019
19222,2380
19222,2425
19222,570
19222,2588
19222,3160
9539,2213
15511,126
9400,3296
9400,2303
5600,1122
5600,3413
5600,3640
4913,996
16300,1884
16300,2978
16300,3108
17585,683
12857,3336
6194,2996
6194,695
7668,865
7668,3800
7668,2003
6510,255
6510,2052
6205,2735
6205,1055
6205,3219
6205,1214
6205,2602
8646,3643
8646,3788
23638,3101
23638,360
17634,2735
10517,1047
8726,2019
8726,2619
8726,2942
8726,1275
8726,3277
8726,2561
4379,138
4379,3561
13513,453
13513,775
13513,2084
13513,2272
13513,1827
13513,3048
13513,3601
13513,2564
13513,1640
14363,1616
3521,341
3521,1751
11914,1008
11914,372
11914,3610
11914,1225
11914,12
11914,666
11914,627
11914,654
11914,1827
11914,2042
11914,1859
3744,3561
14475,728
14475,1751
5234,741
5234,300
5234,3804
17433,126
23053,2001
23053,2811
23053,3258
3639,1561
3639,986
3639,3440
3639,2874
17646,1848
17646,1346
17646,756
17646,1835
17646,318
284,3712
284,2047
14430,1281
14430,302
14430,3088
20493,1436
20493,1030
8931,1974
8931,3522
8931,652
8931,318
8931,768
20982,2735
20982,2675
20982,1214
20982,3048
20982,792
20982,2602
20923,773
20923,3404
20923,219
20923,1648
20923,397
20923,62
13625,600
13625,2361
14006,1504
14006,2890
14006,3434
2583,1436
19993,644
19993,2213
19938,1055
19938,2675
19938,2248
19938,2294
19938,1214
19938,3577
19938,2814
530,52
530,318
530,3403
3311,2887
4677,3013
4677,3348
5768,446
5768,2504
5768,2520
5768,151
5768,1127
18957,3215
18957,52
18957,715
16905,1286
16905,1135
16905,1388
7813,2896
7813,75
7813,2452
7813,1584
12893,1820
18024,2896
18024,2800
18024,2287
18024,2948
18024,1225
18024,962
18024,627
18024,2452
18024,2561
5771,842
21346,1158
21346,3635
21346,2896
21346,2294
21346,1011
21346,75
21346,2452
120,3635
120,1011
120,2452
8641,3731
8641,2887
3906,1005
8600,2125
7186,2239
9306,2585
9306,288
18039,2211
18039,3756
18039,569
18039,918
18039,1091
18039,2668
18039,390
18039,1640
18039,3154
18569,3215
18569,3643
18569,52
9561,3598
9561,2382
18127,1248
18127,2667
15203,994
15203,1317
9855,2382
13505,2879
13505,1724
3880,187
3880,1252
3880,1591
3186,2694
16338,3643
16338,52
16338,318
16338,3403
20315,846
20315,169
20315,1717
20315,478
20315,3452
8947,1283
8947,1835
8947,996
8947,2814
8947,1105
15456,2218
15456,1321
15456,158
15456,1727
12475,3155
2540,3657
2540,43
20489,2735
20489,2455
20489,2405
20489,73
4430,807
4430,1113
17723,2633
17723,1301
17723,1717
17723,3182
17723,1742
17723,999
17723,3452
12381,1919
12381,2382
782,3205
782,973
1310,626
18277,918
18277,1225
18277,627
18277,3048
18277,1091
18277,1640
18277,3154
21337,3415
8567,2694
14621,2623
14621,2065
14621,11
14621,667
14621,3561
14621,2588
14621,2478
8553,1550
8553,1225
8553,1865
8553,962
8553,332
8553,1091
8553,1148
16486,1122
16486,1456
16486,3413
16486,3640
3070,1357
18422,126
18422,1193
18422,562
14343,3421
14343,482
14343,1508
14343,1260
14343,293
14343,1344
5025,1922
5025,3618
7056,2303
7056,1486
7214,706
7214,1230
7214,3158
7214,2694
7214,1387
8144,3215
8144,3594
8144,1074
2362,1674
2362,333
23692,1734
23692,446
23692,151
23692,1127
23692,2566
23692,633
9800,2820
9800,3195
9800,1015
16308,1421
16308,2489
13291,1155
13291,135
13291,1521
13291,1985
13291,3579
13291,3594
13291,3493
13291,1357
11320,1272
11320,3345
6976,1594
6976,1926
321,2623
321,2019
321,1756
321,1347
321,2065
321,98
321,11
321,2588
321,1350
321,3160
3779,1434
3779,1671
93,1848
93,2326
93,1005
93,1346
93,1835
93,318
5941,654
5941,1266
5941,1727
5941,1007
20450,575
20450,1011
20450,2779
4788,1270
4788,2019
4788,3250
4788,2425
4788,11
4788,2588
4788,785
4788,1350
4788,3776
19486,1113
19486,15
12075,2889
12075,251
12075,3387
8248,2294
8248,1011
8248,2395
8248,1091
15176,560
15176,3224
15176,844
15176,1218
14657,2380
14657,2896
14657,75
14657,1740
7947,817
7947,1030
7947,3202
7947,2681
7947,269
7947,3738
3749,15
7986,1155
7986,135
7986,2040
7986,1985
7986,3594
7986,3493
23785,282
23785,1797
23785,2238
23785,3224
23785,2193
20877,1504
20877,217
20877,2844
19592,1281
19592,1257
19592,3
19592,3493
3722,3788
1131,1291
1131,493
1131,2415
1131,1865
1131,1148
11221,357
11221,2615
11221,3614
11221,2957
11221,542
9988,3332
9988,1697
1905,2807
2436,2801
2436,1965
4721,3205
4721,3355
9727,843
2111,2522
2111,529
2111,105
2111,3822
2111,3051
2111,999
4759,1272
4759,2492
4759,374
4759,3415
15750,356
15750,3689
15750,863
7231,1923
6063,652
6063,2197
6063,3536
6063,2547
19914,126
19914,562
11030,2879
11030,1724
22565,1927
22565,969
22565,869
15729,108
15729,1055
15729,1283
15729,2675
15729,1214
207,3522
207,3155
207,2631
13458,1260
10113,1158
10113,2162
10113,180
538,1669
538,237
538,2019
538,3153
538,2380
538,2800
538,752
21297,337
5048,2072
5048,3513
5048,1214
5048,3577
5048,2602
14266,530
14266,2713
17371,2083
17371,2913
23493,1005
23493,1847
16554,1550
16554,1225
16554,962
16554,1091
16554,2452
16554,1640
7858,782
7858,544
14026,3788
14026,2692
7369,556
7369,3618
17446,1864
17446,2630
3907,3577
3907,1836
7314,2276
7314,3021
7314,835
17293,3566
17293,1011
17293,1148
11382,2188
19939,446
19939,2520
19939,151
19939,3777
19939,2181
23321,237
23321,1288
23321,1747
23321,3153
23321,3114
23321,3751
22553,2050
22553,2164
20573,1865
20589,2541
20589,2185
20589,101
20589,3284
20589,953
18099,126
18099,562
3996,181
9584,2313
22069,2520
22069,667
22069,3134
8415,2083
17184,3566
17184,3635
17184,1011
12435,887
12435,2922
12435,2602
12435,2500
4616,341
21888,293
21888,667
21888,3134
13119,1809
13119,378
13119,2898
6556,1974
6556,3155
7795,782
7795,3598
20731,1919
20731,1467
20731,2158
20731,1875
20731,3350
6165,827
6165,2239
6165,3610
6165,666
6165,1127
6165,654
6165,1987
6165,1640
6165,2859
6165,2626
6165,764
18761,944
18761,3534
18761,3434
11484,1005
11484,1346
11484,1835
9385,842
9385,2844
22882,2303
22882,2744
22882,1486
4940,3635
9329,1784
11777,1577
15491,3413
5655,1616
5655,3730
10973,2788
10973,237
10973,3153
10973,3512
10973,3751
10973,836
10973,664
16385,1733
16385,244
16385,431
20870,3680
20870,3205
20870,3598
20870,2193
20870,2779
20870,3355
21954,3529
21954,1847
14010,3470
14010,669
3155,2544
23357,1283
23357,2294
23357,2814
23357,1105
16682,1153
16682,3566
16682,3635
16682,2294
16682,940
16682,2214
16682,2452
12302,2805
12302,967
11476,2888
11476,3618
13758,2161
18962,2557
18962,1530
20332,1005
20332,1346
4867,694
22039,2019
22039,2380
22039,1046
22039,983
22039,2626
22039,752
4841,1177
4841,1219
4841,2380
4841,1046
4841,155
4841,752
198,135
198,3763
198,300
198,1985
198,1835
198,3594
20903,2531
20903,3183
20903,1308
20903,906
16045,3388
16045,3224
16045,575
16045,3013
16045,844
16045,3598
16045,2193
16045,484
16045,1495
386,2888
386,3618
19409,446
19409,2019
19409,3250
19409,2065
19409,2425
19409,11
19409,667
19409,2588
19409,630
19409,785
19409,3160
19409,3776
7635,1093
7635,3584
7635,3394
7635,1605
1903,482
1903,827
1903,2968
1903,446
1903,3250
1903,3597
1903,3644
1903,3773
1903,1755
1903,1758
1903,3610
1903,11
1903,1344
1903,2302
1903,1391
1903,2683
1903,667
1903,1987
1903,1350
1903,1640
1903,2626
13707,2321
13816,1308
13816,906
15385,556
15385,3618
15385,1690
15385,991
5513,3790
5513,1824
5513,719
7598,669
6183,1330
21305,1153
21305,2675
21305,3566
21305,2373
21305,2294
21305,2074
21305,188
21305,940
21305,1214
21305,2452
21305,1584
17809,348
17809,2364
17809,1812
2296,2097
2296,2637
2296,3310
2296,2058
2296,1981
7717,262
7717,2707
7717,869
7717,1564
8262,2633
8262,169
8262,1717
8262,1015
8262,43
8262,3452
5881,483
16789,2757
16789,2557
17895,1008
17895,372
17895,3151
17895,918
17895,985
17895,3610
17895,2794
17895,666
17895,627
17895,994
17895,654
17895,1827
17895,390
17895,2042
17895,1987
17895,1350
17895,1640
17895,2626
17895,3154
4108,3522
4108,3155
4108,410
4030,2757
4030,2557
4099,2342
4099,1865
14390,135
14390,3763
14390,1985
14390,3594
15936,2019
15936,3644
15936,3453
15936,1755
15936,3443
15936,2683
15936,1350
1900,1272
1900,2726
1900,3345
21959,108
21959,2735
21959,1055
21959,1283
21959,2675
13912,2331
13912,991
7820,2263
8548,1036
8548,727
8548,3215
8548,52
8548,2433
8548,2818
22396,6
22396,3453
22396,1755
22396,3443
22396,2298
22396,2683
21454,3618
1146,3142
1146,1485
1146,3660
1146,2368
16703,1942
16703,1936
16703,1106
16703,1112
16703,323
23832,1824
23832,669
9951,1158
19769,928
19769,1225
19769,627
19769,1127
19769,1650
19769,1091
19769,1987
19769,1640
23930,86
23930,52
23930,318
7723,737
7723,851
7723,254
13770,1848
13770,2642
13770,318
13338,2125
13338,1224
13338,2520
5757,1813
5757,1591
20726,3388
20726,1377
20726,3013
20726,1011
20726,3598
20726,2193
20726,1019
20726,2452
20726,1495
12184,2794
23651,2942
6164,3598
6164,2193
6164,2464
6164,1923
18961,277
18961,1504
18961,1286
18961,1135
18961,1388
9784,1861
9784,3723
21167,2415
21167,1865
21167,1148
121,3206
121,2124
121,2019
121,972
121,1046
121,1883
121,2425
121,2109
121,2246
121,752
19243,2263
23256,2780
23256,98
23256,3561
18468,698
18468,2619
18468,2942
18468,962
21505,1246
21505,2670
21505,251
21505,1671
21505,1416
13146,2097
13146,1649
13146,2058
13146,1981
17403,2623
17403,3453
17403,1755
17403,3443
17403,2298
17403,507
17403,2758
17403,1106
17403,2683
17403,2452
14353,2097
14353,1649
14353,1524
14353,1981
7755,300
7755,1835
1519,1755
1519,2873
1519,2683
1519,3138
1519,3031
10226,200
15256,3388
15256,3224
15256,3013
15256,844
15256,3598
15256,2193
15256,2518
14496,2019
14496,3153
13147,2913
13147,3258
23398,1232
23398,3231
23398,3677
247,1594
23368,135
23368,3763
23368,396
23368,1985
23368,2433
23368,3594
3657,1330
2617,729
2617,827
2617,3644
2617,3773
2617,1755
2617,654
2617,503
2617,2302
2617,1827
2617,1391
2617,390
2617,2683
2617,2564
2617,1350
2617,1640
16066,1848
16066,1346
16066,230
16066,1835
16066,318
21007,2623
21007,446
21007,2065
21007,11
21007,1344
21007,667
21007,2588
21007,3160
20996,1177
11134,1160
11134,3758
11134,377
11134,2548
11134,3034
11134,1279
3685,2808
3685,3013
19063,638
1193,876
1193,1252
14483,3267
14483,2447
23438,282
23438,1797
23438,1382
23438,2238
23438,3224
23438,141
11454,939
11454,3153
11454,553
11454,836
11454,2254
11454,3544
1482,2974
22401,1177
22401,1219
22401,2380
22401,1046
22401,2997
22401,155
22401,2109
22401,752
6777,483
4583,482
4583,2968
4583,446
4583,11
4583,1344
4583,667
4583,308
4583,764
14354,3534
14354,3434
14967,1290
14967,27
14967,1225
14967,2582
14967,2668
8375,1543
8375,3134
8375,1751
3100,1047
14069,2023
14069,6
14069,3453
14069,1755
14069,3443
14069,2683
20024,221
20024,3438
2924,220
4888,2844
4888,1137
781,1222
781,962
15406,135
15406,3763
15406,300
15406,1985
15406,1835
15406,3594
15406,3508
10326,1288
10326,1747
10326,3153
10326,836
10326,1455
10326,1795
9825,3136
10407,2930
10407,3094
10407,3547
10407,1883
10407,298
10407,2577
10407,392
10407,2437
9841,2287
14843,3635
14843,1011
14843,299
14843,2598
5471,3
2523,262
2523,869
2523,620
17935,1048
17935,2294
4250,2277
4250,3138
4250,2626
395,135
395,596
395,1985
395,3594
395,2818
395,3493
19996,1158
19996,75
19996,2829
19996,1127
19996,540
19996,2521
19996,2566
8465,1311
9758,1823
23003,1827
23003,1391
18723,3562
18723,2623
18723,2065
18723,11
18723,1344
18723,1106
18723,3561
18723,2478
18723,43
18723,3452
12513,3488
8078,1550
8078,3388
8078,928
8078,649
8078,1225
8078,2415
8078,2668
8078,2042
15246,3055
15246,187
15246,1252
15246,1813
7876,1225
7876,2415
7876,42
7876,2668
7876,2313
7876,2042
7876,1987
7876,3766
16693,2975
21230,2144
21230,669
21230,2548
21230,2584
1057,3284
1057,953
5390,1537
5390,2619
5390,2942
5390,903
5390,1631
5485,3762
5485,1169
5485,1138
21049,3136
17368,2019
17368,3815
17368,2619
17368,2656
17368,2942
17368,666
17368,3241
17368,1936
3597,918
3597,649
3597,2726
3597,3345
3597,2915
3597,2668
3597,3598
3597,1376
9089,3388
9089,2294
9089,1011
9089,3786
9089,3598
9089,2193
9089,2452
19194,15
20548,816
20548,374
20548,3336
20548,1727
106,2671
106,3092
15048,2619
15048,2521
15048,2566
10479,2930
10479,3094
10479,2393
10479,2966
10479,3507
10479,1883
10479,2246
10479,3555
10479,3596
10479,656
4043,482
4043,2868
4043,11
4043,1344
4043,3248
4043,355
4043,308
20215,2408
21616,1153
21616,2263
21616,144
21616,3635
21616,1011
21616,75
21616,2758
21616,2452
21616,3782
23635,2633
23635,1717
23635,3182
23635,3452
5623,2671
5623,3080
9096,2185
9096,721
6117,1616
6117,1529
23428,1747
23428,2759
23428,2292
23428,3712
23428,2487
3637,1317
9296,169
2671,1230
23511,2031
21492,2019
21492,2380
21492,1046
21492,752
9476,2496
9476,2829
9476,107
6796,1846
6796,3556
6796,2986
22049,1895
22049,3080
2534,3785
2534,3151
2534,654
2534,1987
1208,2598
17825,2557
17825,2169
15374,962
15374,1091
15374,299
15374,3269
8047,2294
8047,1011
8047,2452
12564,2960
12564,2503
22622,277
22622,1504
22622,911
22622,1739
22622,3196
22622,3683
22622,1295
22622,2006
22622,1135
22622,1388
15249,1127
15249,2521
15249,1987
9575,332
624,2019
624,2800
624,2619
624,3241
624,3138
624,2626
995,2337
7130,1694
7130,2068
7130,1436
21841,2108
21841,2380
21841,2896
21841,2097
21841,1524
6395,3153
6395,1649
6395,836
6395,472
6395,2626
1831,15
1831,3522
1831,3155
1831,768
1831,1333
1831,410
1831,2631
8527,2623
8527,2968
8527,446
8527,2019
8527,2896
8527,2065
8527,2948
8527,11
8527,1344
8527,2615
8527,667
8527,2588
3608,2768
11790,2321
14833,3575
14833,2108
14833,1039
14833,2958
14833,19
14833,1855
20317,1011
20317,2619
20317,1225
20317,962
20317,627
20317,1091
23952,2383
23952,3084
23952,1218
23952,1986
14074,1848
14074,318
14074,148
14074,1581
4703,2587
4703,3080
16537,1848
16537,1346
16537,925
16537,1835
16537,318
16537,148
16537,208
10231,2805
23183,262
23183,869
18104,1915
13594,1347
13594,2546
9496,148
23082,3815
23082,1008
23082,372
23082,985
23082,3610
23082,666
23082,994
23082,3241
23082,162
23082,654
23082,3225
23082,2626
16240,3418
15770,2125
15770,1224
15770,2520
7703,667
7703,3134
18252,2639
18252,3455
18252,602
18252,795
501,482
501,2623
501,446
501,2019
501,3250
501,2065
501,1740
501,2894
501,11
501,1344
501,667
501,1872
501,2588
501,630
501,785
501,3160
5933,1517
5933,1330
20612,3284
20612,3525
10486,2879
10486,1724
16398,1122
16398,3640
16398,105
16398,1583
21312,2785
21312,135
21312,1881
21312,1985
21312,3594
21312,3493
21312,3356
23288,2268
23904,2735
23904,2675
23904,1214
1670,2023
1670,6
1670,688
1670,3453
1670,1755
1670,3443
1670,2683
19509,1527
19509,1543
19509,3134
19509,1751
5292,2896
5292,1347
5292,75
5292,936
19404,2108
19404,1039
19404,2097
19404,2958
19404,1524
19404,3277
19404,1954
12067,3403
8324,413
8324,3136
8324,3355
22371,3680
22371,3601
791,3762
791,1138
4352,2735
4352,1055
4352,3128
4352,1481
4352,2814
4352,1105
4352,543
4352,3002
23038,1819
23038,844
3042,2668
3042,562
3042,863
2404,3822
10789,2742
1352,1734
1352,1127
1352,2521
18179,2889
18179,251
7037,2725
7037,1388
17258,2731
17258,3126
2854,3215
2854,3247
2854,2818
9792,1363
1053,2407
3120,3048
11204,3671
11204,1198
11204,159
6554,1477
17845,103
17845,220
7442,669
7442,3486
7934,529
7934,105
7934,3006
7934,3822
7934,999
20773,2185
20773,721
8774,925
8774,148
8774,208
20509,596
20509,3
20509,1899
328,2019
328,2619
328,2942
328,666
328,3241
328,903
328,3138
328,808
3337,135
3337,3493
18546,1942
18546,1965
18546,1112
3231,2337
16687,374
16687,3415
11990,2420
11990,412
11990,2502
11990,3144
11990,3509
11990,2700
11990,3474
11990,1476
11990,2740
1689,2808
16764,644
17626,3327
17626,1717
17626,1015
17626,43
17626,3452
732,1527
732,1543
732,341
732,3134
732,1751
3424,865
14774,3388
14774,3224
14774,3013
14774,844
14774,3598
14774,2193
14774,2382
7372,6
7372,3743
7372,3453
